userID, numTrainQuestions, numRecQuestions, avgTimePerQuestion, totalInteractionTime, queryDensity, queryDensity (per preference messages), queryEfficiency, queryEfficiency (training), avgSessionTime, convLength, disambiguatioRatio, skipRatio, likeRatio, dislikeRatio, fallbackRatio, avgSystemResponseTime
5338874112,0,1,18000.0,262000,0.5454545454545454,0.6666666666666666,0.0,0.0,262000.0,11,0.0,0.0,0.45454545454545453,0.09090909090909091,0.0,1545.4545454545455
796897356,0,1,8000.0,139000,0.6666666666666666,0.8571428571428571,0.0,0.0,139000.0,9,0.0,0.0,0.5555555555555556,0.1111111111111111,0.0,1000.0
852553909,0,1,44000.0,250000,0.75,1.0,0.0,0.0,250000.0,8,0.0,0.0,0.75,0.0,0.0,1000.0
5392489893,0,1,16000.0,132000,0.6666666666666666,0.8571428571428571,0.0,0.0,132000.0,9,0.0,0.0,0.4444444444444444,0.2222222222222222,0.0,1111.111111111111
5358086120,0,1,13000.0,139000,0.75,1.0,0.0,0.0,139000.0,8,0.0,0.0,0.625,0.125,0.0,750.0
502710100,0,1,20000.0,653000,0.6,0.75,0.0,0.0,653000.0,10,0.0,0.0,0.6,0.0,0.0,1300.0
5365611967,1,1,15000.0,115000,0.6666666666666666,1.0,0.16666666666666666,0.2,115000.0,9,0.1111111111111111,0.0,0.6666666666666666,0.0,0.1111111111111111,1000.0
5327139423,0,2,13000.0,190000,0.75,1.0,0.0,0.0,190000.0,12,0.0,0.0,0.6666666666666666,0.08333333333333333,0.0,1000.0
740742805,0,2,10500.0,124000,0.5454545454545454,0.75,0.0,0.0,124000.0,11,0.0,0.0,0.5454545454545454,0.0,0.0,1090.909090909091
801786038,0,1,15000.0,207000,0.6,0.75,0.0,0.0,207000.0,10,0.0,0.0,0.3,0.3,0.0,1400.0
5386793438,0,1,7000.0,81000,0.75,1.0,0.0,0.0,81000.0,8,0.0,0.0,0.5,0.25,0.0,1000.0
132021275,1,1,7000.0,97000,0.6666666666666666,1.0,0.16666666666666666,0.2,97000.0,9,0.1111111111111111,0.0,0.6666666666666666,0.0,0.1111111111111111,1000.0
1200984743,0,1,18000.0,251000,0.75,1.0,0.0,0.0,251000.0,8,0.0,0.0,0.625,0.125,0.0,1125.0
659197706,1,1,14500.0,456000,0.5454545454545454,0.6666666666666666,0.1111111111111111,0.125,456000.0,11,0.09090909090909091,0.0,0.5454545454545454,0.0,0.0,1090.909090909091
788325401,0,1,14000.0,131000,0.75,1.0,0.0,0.0,131000.0,8,0.0,0.0,0.625,0.125,0.0,1250.0
812228693,0,1,10000.0,108000,0.6666666666666666,0.8571428571428571,0.0,0.0,108000.0,9,0.0,0.0,0.5555555555555556,0.2222222222222222,0.0,1222.2222222222222
5316208499,1,1,26000.0,1217000,0.47368421052631576,0.8181818181818182,0.0,0.0,1217000.0,19,0.0,0.0,0.5789473684210527,0.0,0.05263157894736842,894.7368421052631
255668683,0,2,17000.0,314000,0.75,1.0,0.0,0.0,314000.0,12,0.0,0.0,0.6666666666666666,0.08333333333333333,0.0,1250.0
560195168,0,1,13000.0,148000,0.6,0.75,0.0,0.0,148000.0,10,0.0,0.0,0.5,0.1,0.0,1200.0
5349765320,0,5,18600.0,234000,0.6842105263157895,1.0833333333333333,0.0,0.0,234000.0,19,0.0,0.0,0.3684210526315789,0.2631578947368421,0.0,2000.0
5052111276,0,1,6000.0,35000,0.75,1.0,0.0,0.0,35000.0,8,0.0,0.0,0.5,0.25,0.0,875.0
5394863416,0,1,12000.0,132000,0.6666666666666666,0.8571428571428571,0.0,0.0,132000.0,9,0.0,0.0,0.6666666666666666,0.0,0.0,1111.111111111111
5218778801,0,1,11000.0,145000,0.75,1.0,0.0,0.0,145000.0,8,0.0,0.0,0.5,0.25,0.0,1750.0
5321962074,0,4,31000.0,362000,0.5625,0.9,0.0,0.0,362000.0,16,0.0,0.0,0.4375,0.125,0.0,1812.5
144639368,0,0,0.0,1000,0.0,NaN,NaN,NaN,1000.0,1,0.0,0.0,0.0,0.0,0.0,1000.0
167561103,0,1,4000.0,108000,0.6666666666666666,0.8571428571428571,0.0,0.0,108000.0,9,0.0,0.0,0.6666666666666666,0.0,0.0,1000.0
2028877144,1,1,8500.0,201000,0.5,0.6666666666666666,0.1111111111111111,0.125,201000.0,12,0.08333333333333333,0.0,0.5,0.0,0.08333333333333333,1083.3333333333333
2127448024,0,1,13000.0,128000,0.75,1.0,0.0,0.0,128000.0,8,0.0,0.0,0.625,0.125,0.0,875.0
888629658,0,1,11000.0,369000,0.4,0.46153846153846156,0.0,0.0,369000.0,15,0.0,0.0,0.4,0.0,0.0,1000.0
5396780048,0,1,6000.0,173000,0.5333333333333333,0.8888888888888888,0.0,0.0,173000.0,15,0.0,0.0,0.4,0.13333333333333333,0.0,866.6666666666666
5393251043,1,1,11500.0,476000,0.6,0.75,0.125,0.14285714285714285,476000.0,10,0.1,0.1,0.6,0.0,0.0,1200.0
709288686,0,1,26000.0,143000,0.75,1.0,0.0,0.0,143000.0,8,0.0,0.0,0.75,0.0,0.0,875.0
5398773659,1,1,6000.0,264000,0.6666666666666666,1.0,0.16666666666666666,0.2,264000.0,9,0.1111111111111111,0.0,0.6666666666666666,0.0,0.1111111111111111,1888.888888888889
686918035,0,1,10000.0,153000,0.75,1.0,0.0,0.0,153000.0,8,0.0,0.0,0.5,0.25,0.0,875.0
321552348,1,1,5000.0,37718000,0.4166666666666667,0.7142857142857143,0.14285714285714285,0.14285714285714285,3.7718E7,12,0.08333333333333333,0.0,0.3333333333333333,0.08333333333333333,0.08333333333333333,1166.6666666666667
5331961956,0,1,13000.0,118000,0.75,1.0,0.0,0.0,118000.0,8,0.0,0.0,0.5,0.25,0.0,1125.0
